Number;Id;Unique Id;Company Name;Company owner;Company purpose;First adressline;second adressline;Country;Foreign Zip Code;House number;Street;Dwelling number;Locality;Swiss zipcode add on;Swiss zipcode;
431;153008444;CH21735562942;Coopérative L.I.F.E. Logements Intergénérationnels et Familiaux Évolutifs;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o Emmanuel Michielan;Fribourg;CH;null;35;Route des Arsenaux;null;null;null;1700;
432;153009300;CH66010930122;ANTIQUA INVEST SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Chêne-Bougeries;CH;null;116;route de Chêne;null;null;null;1224;
433;153013729;CH40016035563;Humbel / Thai - Massagen;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Buchs AG;CH;null;1;Schulweg;null;null;null;5033;
434;153015355;CH55011404482;Coflochris SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Lausanne;CH;null;22 A;Avenue de Florimont;null;null;null;1006;
435;153016768;CH02010728851;Imagism.Studio Mascha Dahan Feldman vel Grynbaum;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Zollikerberg;CH;null;2;Keltenstrasse;null;null;null;8125;
436;153017733;CH32040779903;HX Innovations GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;St. Gallen;CH;null;14;Rickenstrasse;null;null;null;9014;
437;153019950;CH55011641645;Roulart D-cor Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Les Charbonnières;CH;null;7;Les Crettets;null;null;null;1343;
438;153021680;CH28010203814;vb-handwerk.ch Victor Burri;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Pratteln;CH;null;8;Gallenweg;null;null;null;4133;
439;153022042;CH32090606104;Küng Identity AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;St. Gallen;CH;null;7;Schuppisstrasse;null;null;null;9016;
440;153022295;CH02040575562;Reizvoll GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Winterthur;CH;null;22;Wartstrasse;null;null;null;8400;
441;153022355;CH03610542307;Edelmetall-Consult Plechinger;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Goldswil bei Interlaken;CH;null;27;Hauptstrasse;null;null;null;3805;
442;153025543;CH02010769243;Ivana Banjalic;No Owner Found;Das Unternehmen bezweckt den Handel mit Textilgütern sowie die Erbringung der damit verbundenen Dienstleistungen im In- und Ausland. - Import von Textilgütern aus dem Ausland - Vertrieb der Textilgüter an Detailhändler (B2B) - Verkauf der Textilgüter an Endkonsumenten (B2C).;null;null;Zürich;CH;null;8;Werdhölzlistrasse;null;null;null;8048;
443;153029357;CH55011583478;Swiss Live Production SLP Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Yverdon-les-Bains;CH;null;5;Chemin de Florimont;null;null;null;1400;
444;153030863;CH44040326254;Kressibucher's Grill GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Eschenz;CH;null;3;Hüttenberg;null;null;null;8264;
445;153031851;CH40040344065;Brechbühler Transport-Service GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Mägenwil;CH;null;13;Birchraistrasse;null;null;null;5506;
446;153033666;CH10037989778;Häller eltec AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Buttisholz;CH;null;12;Luternau;null;null;null;6018;
447;153034074;CH02040508548;Lotus Needles GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Winterthur;CH;null;1;Unterer Graben;null;null;null;8400;
448;153035493;CH55011067128;Graphitecture SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Apples;CH;null;9;La Rigolette;null;null;null;1143;
449;153039338;CH50130197165;ABACHO SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Lugano;CH;null;19;Via Cantonale;null;null;null;6900;
450;153039373;CH32010778104;Retus Spescha Commerci;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Schmerikon;CH;null;5;Kreuzgasse;null;null;null;8716;
451;153043937;CH40016021446;Birth;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Schinznach Dorf;CH;null;10;Mühlegassli;null;null;null;5107;
452;153044782;CH27040062823;K. Malik GmbH;No Owner Found;No Owner Found;null;null;Basel;CH;null;78;Wasgenring;null;null;null;4055;
453;153045793;CH03630511547;RHEH-Immobilien AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Biel/Bienne;CH;null;10;Paulusweg;null;null;null;2503;
454;153047036;CH21735614709;Full House SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Villars-sur-Glâne;CH;null;1C;Route du Petit-Moncor;null;null;null;1752;
455;153047355;CH02010695587;Pfister Umzüge;No Owner Found;Umzüge und Transporte.;null;null;Zürich;CH;null;637;Wehntalerstrasse;null;null;null;8046;
456;153049302;CH66031740172;V.D Plâtrerie-Peinture Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o Visar Spahija;Genève;CH;null;20;place de Cornavin;null;null;null;1201;
457;153049762;CH50130209303;Tacar SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Massagno;CH;null;4;Via Cabione;null;null;null;6900;
458;153051871;CH32010780316;Knowhow Transfer Org Felix Aepli;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Wil;CH;null;28;Hofbergstrasse;null;null;null;9500;
459;153052505;CH40014309233;M. Hellrung 3 L;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Safenwil;CH;null;2;Sumpfgässli;null;null;null;5745;
460;153053390;CH44030330171;MS Garage AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Rickenbach b. Wil;CH;null;4;Mattstrasse;null;null;null;9532;
461;153055188;CH64541088768;Cultissime ! de Montmollin et Galbarini;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Neuchâtel;CH;null;33;rue des Sablons;null;null;null;2000;
462;153057075;CH02010682297;FLOGEN BARDHIL IDRIZI;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Weiningen ZH;CH;null;7;Bodenstrasse;null;null;null;8104;
463;153058962;CH32040799067;WISHELLIO St. Gallen GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;St. Gallen;CH;null;11;Unterstrasse;null;null;null;9000;
464;153059631;CH03610645153;new school frontiers Christina Urech;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Bern;CH;null;37;Elisabethenstrasse;null;null;null;3014;
465;153059683;CH50130158248;SDT - Protection & Sécurité SA in liquidazione;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Lugano;CH;null;5;Via Nassa;null;null;null;6900;
466;153062403;CH03610566905;Santschi;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Sigriswil;CH;null;40a;Raftstrasse;null;null;null;3655;
467;153063029;CH02099009954;Hans K. Schibli AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Volketswil;CH;null;8;Kindhauserstrasse;null;null;null;8604;
468;153065465;CH03640714375;Penner ZZZ GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Bern;CH;null;159;Freiburgstrasse;null;null;null;3008;
469;153066128;CH03640649789;Orthoform GmbH in Liquidation;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Kräiligen;CH;null;9;Sonnenbergweg;null;null;null;3315;
470;153072376;CH21735592300;SANCHES plâtrerie peinture Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Vaulruz;CH;null;96;Grand-Rue;null;null;null;1627;
471;153073447;CH17030396308;Kimik Invest AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Zug;CH;null;47;Industriestrasse;null;null;null;6300;
472;153076144;CH50130166621;Robur SA in liquidazione;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o Fiduciaria Fontana SA;Chiasso;CH;null;24;Via Motta;null;null;null;6830;
473;153076434;CH02030403577;Vitabyte AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Kilchberg ZH;CH;null;155A;Seestrasse;null;null;null;8802;
474;153076641;CH17090017518;Lupin Atlantis Holdings SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Zug;CH;null;1;Landis + Gyr-Strasse;null;null;null;6300;
475;153076865;CH21735644304;Hit the green Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Avry-devant-Pont;CH;null;84;Les Planchettes;null;null;null;1644;
476;153079378;CH66018560040;Tech'Firm NE Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Genève;CH;null;3;Rue du Marché;null;null;null;1200;
477;153079585;CH40054401970;Genossenschaft kulmsolar;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o Gemeindekanzlei;Unterkulm;CH;null;22;Hauptstrasse;null;null;null;5726;
478;153080967;CH27040036362;Insula Investment Import GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Genève;CH;null;18;rue du Marché;null;null;null;1204;
479;153081375;CH17010087208;TSSHauswartungen Tokanovic;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Baar;CH;null;73A;Zugerstrasse;null;null;null;6340;
480;153083575;CH10037958447;Metron Holdings Finance AG;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o CO - Handelszentrum GmbH;Baar;CH;null;5;Haldenstrasse;null;null;null;6340;
481;153083807;CH50140173241;TI FRESH SAGL;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Chiasso;CH;null;72;Corso San Gottardo;null;null;null;6830;
482;153085031;CH10018009628;Christoph Könemann Interaction (CKi) Springsport;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Root;CH;null;2;Leisibachstrasse;null;null;null;6037;
483;153087076;CH35040033402;Zene Investment GmbH;Kanton service not implemented yet;Kanton service not implemented yet;Chesa Cotschna;c/o Ulf Ellerbrake;Zernez;CH;null;198;Ruzön;null;null;null;7530;
484;153087130;CH03620698994;Wirkerei Viktoria KLG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Bern;CH;null;29;Gotthelfstrasse;null;null;null;3013;
485;153089620;CH40040345338;Il Poeta Café Bar GmbH in Liquidation;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Rheinfelden;CH;null;29;Geissgasse;null;null;null;4310;
486;153091008;CH55011769501;CHAMCONSULT - Mutamuriza;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Nyon;CH;null;35BIS;rue de la Gare;null;null;null;1260;
487;153092031;CH50190157029;Swiss Sport Nutrition Sagl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Giubiasco;CH;null;65;Via Largo Libero Olgiati;null;null;null;6512;
488;153094165;CH64541155566;GS DESIGN SARL;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Savagnier;CH;null;23;rue des Forgerons;null;null;null;2065;
489;153094627;CH03610645568;Do it like LenArt by Belinda Bühlmann;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Zollikofen;CH;null;8;Magdalenaweg;null;null;null;3052;
490;153095526;CH27040059161;Ophthovant Sciences GmbH;No Owner Found;No Owner Found;null;null;Basel;CH;null;8;Viaduktstr.;null;null;null;4051;
491;153097689;CH40044421183;MagicMonk GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Wettingen;CH;null;99;Landstrasse;null;null;null;5430;
492;153097720;CH03630690413;Mäusli Immo AG;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o Mäusli Bau AG;Seedorf BE;CH;null;62;Bernstrasse;null;null;null;3267;
493;153102000;CH66007860180;Navigator Hospitality Consulting Marc Schreiber;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Genève;CH;null;4;rue du Village-Suisse;null;null;null;1205;
494;153102267;CH02010603125;Buchler Consulting;No Owner Found;Unternehmens- und Bildungsberatung;null;null;Zürich;CH;null;43;Clausiusstrasse;null;null;null;8006;
495;153102592;CH55011665356;PILOSIO Consulting;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Chavannes-des-Bois;CH;null;10;Résidence le Manège;null;null;null;1290;
496;153105248;CH13030184149;Chedarisch Holding AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Wollerau;CH;null;53;Roosstrasse;null;null;null;8832;
497;153105940;CH32040799492;Auto-Center Rütti GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Bütschwil;CH;null;44;Landstrasse;null;null;null;9606;
498;153107106;CH29020180565;Walter und Felix Fleischli;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Oberhallau;CH;null;null;Hinterer Berghof;null;null;null;8216;
499;153109849;CH66005840118;ILYSRAN SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Genève;CH;null;53;Rue de Lausanne;null;null;null;1202;
500;153111444;CH66018960140;Ignilife Switzerland Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o FIDUCIOR SA;Genève;CH;null;19;rue de Saint-Léger;null;null;null;1204;
501;153112650;CH02040534931;AHH Umzug Team GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Schlieren;CH;null;74;Spitalstrasse;null;null;null;8952;
502;153113118;CH13010165408;CAS-Tuning Pezzella;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Steinen;CH;null;10;Räbengasse;null;null;null;6422;
503;153113489;CH64541142020;Huor & co;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Wavre;CH;null;28D;Les Pacots;null;null;null;2075;
504;153116252;CH27040042968;Anova Handels GmbH;No Owner Found;No Owner Found;null;null;Basel;CH;null;30;Steinenbachgässlein;null;null;null;4051;
505;153118133;CH50130187850;Hiris Consulting SA in liquidazione;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Paradiso;CH;null;3;Via Giuseppe Cattori;null;null;null;6902;
506;153118624;CH66005540185;Medigenome SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Genève;CH;null;4;rue Viollier;null;null;null;1207;
507;153120561;CH02090051816;Petrag HR AG;No Owner Found;;null;null;Zürich;CH;null;112;Limmatquai;null;null;null;8001;
508;153120963;CH35040049054;Jochberg Consulting GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Chur;CH;null;7;Sportplatzweg;null;null;null;7000;
509;153121827;CH50140222367;Hania Sagl;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o Nicoletta William;Gordola;CH;null;10;Via Privata Vignascia;null;null;null;6596;
510;153124079;CH32090652990;Convert Treuhand und Beratungs AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Rapperswil;CH;null;82;Zürcherstrasse;null;null;null;8640;
511;153124228;CH02090042219;4Spaces GmbH;No Owner Found;;null;null;Zürich;CH;null;45;Breitensteinstrasse;null;null;null;8037;
512;153124688;CH32030853577;OPUS Personal (SG) AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Wil;CH;null;42;Wilenstrasse;null;null;null;9500;
